GalaxyID,Answer1.1,Answer1.2,Answer1.3,Answer2.1,Answer2.2,Answer3.1,Answer3.2,Answer4.1,Answer4.2,Answer5.1,Answer5.2,Answer5.3,Answer5.4,Answer6.1,Answer6.2,Answer7.1,Answer7.2,Answer7.3,Answer8.1,Answer8.2,Answer8.3,Answer8.4,Answer8.5,Answer8.6,Answer8.7,Answer9.1,Answer9.2,Answer9.3,Answer10.1,Answer10.2,Answer10.3,Answer11.1,Answer11.2,Answer11.3,Answer11.4,Answer11.5,Answer11.6
883090,0.856425,0.143575,0.0,0.0,0.143575,0.0,0.143575,0.0,0.143575,0.0,0.080161081,0.023806745,0.039607174,0.0,1.0,0.814981738,0.041443262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216021,0.088273,0.907035,0.004692,0.19142248,0.71561252,0.185610566,0.530001954,0.571418744,0.144193776,0.71561252,0.0,0.0,0.0,0.466772,0.533228,0.0,0.013846591,0.074426409,0.0,0.0,0.150680536,0.022952113,0.238184416,0.054954935,0.0,0.0,0.02342322,0.16799926,0.0,0.0,0.571418744,0.0,0.524502408,0.0,0.0,0.0,0.046916336
962628,0.385805,0.614195,0.0,0.0,0.614195,0.24462527,0.36956973,0.0,0.614195,0.064040884,0.0,0.550154116,0.0,0.0,1.0,0.020010548,0.342148849,0.023645217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188404,0.193519,0.806481,0.0,0.0,0.806481,0.145473043,0.661007957,0.692948637,0.113532363,0.0,0.352249126,0.445245256,0.008986618,0.367916,0.632084,0.184008702,0.009510298,0.0,0.233994576,0.0,0.0,0.066960712,0.066960712,0.0,0.0,0.0,0.0,0.0,0.499803064,0.193145574,0.0,0.040712118,0.40085277,0.0,0.0,0.040712118,0.210672324
680394,0.097374,0.901793,0.000834,0.0,0.901793,0.061280442,0.840512558,0.519520242,0.382272758,0.0,0.293862776,0.607930224,0.0,0.333065,0.666935,0.0730305,0.0243435,0.0,0.23048098,0.0,0.025646005,0.076938015,0.0,0.0,0.0,0.0,0.0,0.0,0.434219174,0.05357033,0.031730738,0.0,0.019136009,0.017083904,0.012423807,0.022890581,0.447985941
186570,0.632115,0.367885,0.0,0.288298231,0.079586769,0.0,0.079586769,0.0,0.079586769,0.0,0.079586769,0.0,0.0,0.247159,0.752841,0.015558246,0.403583303,0.212974082,0.0,0.0,0.216264125,0.0,0.0,0.0,0.030894875,0.288298231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653145,0.586191,0.374065,0.039744,0.286483291,0.087581709,0.0,0.087581709,0.0,0.087581709,0.0,0.0,0.087581709,0.0,0.084509,0.915491,0.0,0.480887063,0.105303937,0.049825661,0.003552927,0.0,0.0,0.031130411,0.0,0.0,0.286483291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873036,0.767137,0.194125,0.038739,0.032418875,0.161706125,0.0,0.161706125,0.0,0.161706125,0.0,0.0,0.100515395,0.06119073,0.328173,0.671827,0.543122256,0.224014744,0.0,0.0,0.109390891,0.03646363,0.0,0.145854521,0.03646363,0.0,0.032418875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489923,0.267195,0.718415,0.01439,0.479182805,0.239232195,0.180176053,0.059056142,0.0,0.239232195,0.0,0.102434441,0.04348093,0.093316824,0.639009,0.360991,0.019752925,0.116708638,0.130733437,0.0,0.037701531,0.0,0.225570177,0.225570177,0.150167115,0.0,0.421629596,0.057553209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956164,0.091874,0.900988,0.007137,0.014805035,0.886182965,0.67200938,0.214173585,0.706761931,0.179421034,0.0,0.320501362,0.444652051,0.121029552,0.362998,0.637002,0.088249295,0.003624705,0.0,0.296932364,0.0,0.033032818,0.0,0.033032818,0.0,0.0,0.014805035,0.0,0.0,0.301466475,0.375376104,0.029919353,0.032783859,0.283494932,0.0,0.276300096,0.0,0.114183044
596247,0.256074,0.731623,0.012303,0.428729615,0.302893385,0.0,0.302893385,0.120922915,0.181970471,0.302893385,0.0,0.0,0.0,0.428821,0.571179,0.0,0.0,0.256074,0.0,0.0,0.071640552,0.150174829,0.171905762,0.035100285,0.0,0.0,0.0,0.428729615,0.0,0.120922915,0.0,0.0,0.0,0.0,0.0,0.0,0.120922915
534138,0.674885,0.264591,0.060523,0.06614775,0.19844325,0.119697992,0.078745258,0.0,0.19844325,0.0,0.058302825,0.140140425,0.0,0.51586,0.48414,0.059020718,0.510277849,0.105586433,0.0,0.0,0.0,0.03972122,0.43641756,0.03972122,0.0,0.06614775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617556,0.369917,0.618644,0.011439,0.45951639,0.15912761,0.0,0.15912761,0.0,0.15912761,0.0,0.15912761,0.0,0.0,0.041351,0.958649,0.0,0.053058305,0.316858695,0.0,0.0,0.041351,0.0,0.0,0.0,0.0,0.227107245,0.075557821,0.156851325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968527,0.872105,0.084818,0.043077,0.0,0.084818,0.0,0.084818,0.062007556,0.022810444,0.0,0.046832174,0.037985826,0.0,0.17561,0.82439,0.022332865,0.849772135,0.0,0.0,0.0,0.14628313,0.0,0.0,0.0,0.02932687,0.0,0.0,0.0,0.0,0.062007556,0.0,0.0,0.0,0.0,0.0,0.0,0.062007556
688501,0.357867,0.642133,0.0,0.0,0.642133,0.0,0.642133,0.242699947,0.399433053,0.0,0.121887118,0.223581721,0.296664804,0.780613,0.219387,0.117476642,0.240390358,0.0,0.0,0.0,0.0,0.024223202,0.243794807,0.512594991,0.0,0.0,0.0,0.0,0.0,0.242699947,0.0,0.0,0.0,0.0,0.0,0.0,0.242699947
135351,0.363549,0.627638,0.008814,0.627638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016529846,0.347019154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441828908,0.02296653,0.162842562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186442,0.554659,0.427246,0.018094,0.0,0.427246,0.0,0.427246,0.0,0.427246,0.0,0.110012854,0.280643798,0.036589347,0.071518,0.928482,0.036478258,0.518180742,0.0,0.0,0.0,0.0,0.0,0.035759,0.035759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543161,0.753124,0.230585,0.01629,0.0,0.230585,0.065672222,0.164912778,0.109684212,0.120900788,0.0,0.0,0.140087305,0.090497695,0.023776,0.976224,0.034362789,0.681721067,0.037040145,0.0,0.023776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109684212,0.0,0.0,0.0,0.0,0.0,0.0,0.109684212
485108,0.921167,0.035963,0.04287,0.0,0.035963,0.0,0.035963,0.0,0.035963,0.0,0.0,0.035963,0.0,0.132183,0.867817,0.896857403,0.024309597,0.0,0.0,0.0264366,0.0264366,0.0,0.0793098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295804,0.59221,0.368493,0.039297,0.0,0.368493,0.0,0.368493,0.0,0.368493,0.0,0.133524544,0.234968456,0.0,0.0,1.0,0.201261976,0.390948024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709171,0.072336,0.919169,0.008496,0.031400651,0.887768349,0.074606276,0.813162072,0.346907023,0.540861325,0.061637756,0.35961809,0.431561062,0.03495144,0.928034,0.071966,0.0,0.072336,0.0,0.0,0.0,0.103011774,0.180038596,0.128996726,0.515986904,0.0,0.031400651,0.0,0.0,0.095768887,0.217737581,0.033400555,0.0,0.132565315,0.0,0.0,0.0,0.214341708
708001,0.038337,0.944158,0.017504,0.0,0.944158,0.064696539,0.879461461,0.912086841,0.032071159,0.060896303,0.73385247,0.149410171,0.0,0.223375,0.776625,0.017355888,0.020981112,0.0,0.049638839,0.02481942,0.074458259,0.074458259,0.0,0.0,0.0,0.0,0.0,0.0,0.726458927,0.145632906,0.039995008,0.114596415,0.286819388,0.106859182,0.028972439,0.0,0.374839417
218717,0.622144,0.360692,0.017164,0.0,0.360692,0.056988615,0.303703385,0.100022056,0.260669944,0.0,0.170655288,0.190036712,0.0,0.0,1.0,0.539421867,0.082722133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05614408,0.043877975,0.0,0.0,0.0,0.0,0.0,0.070441433,0.029580623
113965,0.894703,0.105297,0.0,0.0,0.105297,0.0,0.105297,0.0,0.105297,0.0,0.0,0.105297,0.0,0.0,1.0,0.870783115,0.023919885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349592,0.010673,0.98522,0.004107,0.038118162,0.947101838,0.405217521,0.541884317,0.90087285,0.046228988,0.106827405,0.662041233,0.117952063,0.060280191,0.184527,0.815473,0.010673,0.0,0.0,0.0,0.030785193,0.092171237,0.030785193,0.030785193,0.0,0.0,0.038118162,0.0,0.0,0.430383896,0.470488954,0.0,0.0,0.473369044,0.174919779,0.051967751,0.169335268,0.031281909
173373,0.256785,0.723211,0.020003,0.045743096,0.677467904,0.0,0.677467904,0.378212039,0.299255865,0.0,0.214778327,0.462689577,0.0,0.278879,0.721121,0.0,0.118424877,0.138360123,0.0,0.0,0.0,0.2231032,0.0,0.0557758,0.0,0.019527956,0.026215139,0.0,0.0,0.378212039,0.0,0.0,0.222710538,0.0,0.0,0.0,0.155501502
213944,0.069051,0.889371,0.041578,0.040485057,0.848885943,0.797788102,0.05109784,0.339760656,0.509125286,0.077338603,0.258947564,0.38265741,0.129942367,0.685792,0.314208,0.0,0.069051,0.0,0.685792,0.0,0.0,0.0,0.0,0.0,0.0,0.040485057,0.0,0.0,0.156969423,0.182791233,0.0,0.0,0.208952804,0.026161571,0.0,0.0,0.104646282
969697,0.311267,0.688733,0.0,0.038427858,0.650305142,0.091841295,0.558463848,0.282789743,0.367515399,0.0,0.335820177,0.314484966,0.0,0.237353,0.762647,0.287299441,0.023967559,0.0,0.0474706,0.0,0.1424118,0.0237353,0.0237353,0.0,0.0,0.038427858,0.0,0.0,0.181307533,0.073402602,0.028079608,0.035703619,0.057144455,0.026688282,0.0,0.007234044,0.156019343
653088,0.260523,0.714203,0.025274,0.09310636,0.62109664,0.071444747,0.549651894,0.0,0.62109664,0.020379423,0.139183409,0.418550815,0.042982993,0.790765,0.209235,0.049603579,0.182978329,0.027941092,0.0,0.044302609,0.06521439,0.031509613,0.286789115,0.362950064,0.0,0.038765578,0.0,0.054340782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262421,0.780041,0.219959,0.0,0.0,0.219959,0.0,0.219959,0.0,0.219959,0.0,0.071449502,0.148509498,0.0,0.032955,0.967045,0.642139112,0.137901888,0.0,0.0,0.0,0.032955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645317,0.311474,0.627007,0.06152,0.129478827,0.497528173,0.197982879,0.299545295,0.136880946,0.360647227,0.0,0.264107358,0.233420815,0.0,0.483061,0.516939,0.003280756,0.217872948,0.090320608,0.095278469,0.0,0.046089816,0.0,0.234725137,0.106968062,0.0,0.129478827,0.0,0.0,0.136880946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136880946
861674,0.181707,0.818293,0.0,0.049881505,0.768411495,0.050373984,0.718037511,0.293432529,0.474978966,0.0,0.035415317,0.673821577,0.059173832,0.55253,0.44747,0.009511998,0.166136527,0.006058475,0.26355681,0.0718289,0.00165759,0.0,0.11989901,0.09558769,0.0,0.049881505,0.0,0.0,0.200830505,0.092602024,0.0,0.0,0.148703683,0.0,0.0,0.0,0.144728846
726343,0.750624,0.249376,0.0,0.035929845,0.213446155,0.0,0.213446155,0.0,0.213446155,0.0,0.061293838,0.152152317,0.0,0.199481,0.800519,0.644931637,0.105692363,0.0,0.0,0.033313327,0.0,0.0,0.166167673,0.0,0.0,0.035929845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536731,0.283599,0.716401,0.0,0.177733357,0.538667643,0.34234645,0.196321193,0.0,0.538667643,0.0,0.117668176,0.351363746,0.069635721,0.798797,0.201203,0.182771615,0.088280966,0.01254642,0.0,0.0,0.029570666,0.0,0.247164567,0.522061767,0.0,0.12697822,0.050755137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388258,0.574375,0.385998,0.039627,0.0,0.385998,0.0,0.385998,0.0,0.385998,0.0,0.169322655,0.216675345,0.0,0.064168,0.935832,0.530273339,0.044101661,0.0,0.0,0.063911328,0.0,0.0,0.000257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911158,0.425626,0.524355,0.050019,0.174644822,0.349710178,0.349710178,0.0,0.0,0.349710178,0.0,0.101052952,0.248657225,0.0,0.462343,0.537657,0.0,0.131744016,0.293881984,0.0,0.030052295,0.0,0.0,0.241343046,0.190947659,0.0,0.134487516,0.0,0.040157307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223661,0.340887,0.64843,0.010683,0.20153788,0.44689212,0.0,0.44689212,0.330764521,0.116127599,0.0,0.44689212,0.0,0.0,0.094387,0.905613,0.0,0.167095308,0.173791692,0.0,0.0,0.0471935,0.0471935,0.0,0.0,0.0,0.154667827,0.0,0.046870052,0.0,0.0,0.330764521,0.0,0.330764521,0.0,0.0,0.0,0.0
333449,0.424918,0.550621,0.024461,0.124573596,0.426047404,0.0,0.426047404,0.07335386,0.352693544,0.0,0.079540494,0.34650691,0.0,0.203402,0.796598,0.290061349,0.134856651,0.0,0.0,0.0,0.1627216,0.0,0.0406804,0.0,0.0,0.124573596,0.0,0.0,0.0,0.07335386,0.0,0.0,0.07335386,0.0,0.0,0.0,0.0
329999,0.0,0.994,0.006,0.06363091,0.93036909,0.093478834,0.836890256,0.771043383,0.159325707,0.080465762,0.647401983,0.202501345,0.0,0.19898,0.80102,0.0,0.0,0.0,0.0,0.0,0.059694,0.059694,0.079592,0.0,0.0,0.0,0.0,0.06363091,0.114215427,0.511454665,0.145372519,0.018551304,0.653349008,0.056425726,0.008858517,0.0,0.033858828
358000,0.261766,0.713382,0.024851,0.0,0.713382,0.0,0.713382,0.596748323,0.116633677,0.043390033,0.388733979,0.207586315,0.073671673,0.141937,0.858063,0.179047944,0.082718056,0.0,0.0,0.0,0.0567748,0.0567748,0.0283874,0.0,0.0,0.0,0.0,0.0,0.248652495,0.30425631,0.043839519,0.0,0.23127757,0.129385778,0.025638695,0.0,0.21044628
245320,0.165859,0.833166,0.000974,0.0,0.833166,0.20616776,0.62699824,0.773959558,0.059206442,0.058302457,0.422113556,0.352749154,0.0,0.168113,0.831887,0.071753921,0.094105079,0.0,0.0,0.0336226,0.0336226,0.0336226,0.0672452,0.0,0.0,0.0,0.0,0.0,0.419925689,0.354033868,0.0,0.0,0.215244345,0.202601715,0.0,0.12148611,0.234627388
899491,0.152711,0.835003,0.012286,0.700981678,0.134021322,0.0,0.134021322,0.0,0.134021322,0.0,0.0,0.134021322,0.0,0.812916,0.187084,0.0,0.005047709,0.147663291,0.069620565,0.0,0.0,0.059718435,0.166386834,0.517190166,0.0,0.665319236,0.035662443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768486,0.018323,0.967559,0.014118,0.0,0.967559,0.059808692,0.907750308,0.916122596,0.051436404,0.04058136,0.280661774,0.622655178,0.02365972,0.281531,0.718469,0.009609845,0.008713155,0.0,0.0,0.0,0.102374807,0.127968508,0.051187403,0.0,0.0,0.0,0.0,0.0,0.106839133,0.68653128,0.122752183,0.313760996,0.449831769,0.099163858,0.0,0.0,0.05336689
724360,0.716559,0.217364,0.066077,0.0,0.217364,0.0,0.217364,0.0,0.217364,0.0,0.0,0.148714145,0.068649855,0.043969,0.956031,0.672094364,0.044464636,0.0,0.0,0.0,0.0,0.043969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959211,0.059095,0.940905,0.0,0.940905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034795,0.965205,0.0,0.0,0.059095,0.0,0.034795,0.0,0.0,0.0,0.0,0.0,0.76401486,0.17689014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
